# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
701672EB	WCMV	701672EB	DISPLAY_SCREEN	ASSIGN-STR-MIN	a	EMIT				[@ac2, ac0] = [@ac3, 39]	mixed	5	copy-out of DISPLAY_SCREEN ('frame', 2156) (total MATCH)
701672F4	WCMV	701672F4	DISPLAY_SCREEN	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@0x7015155A:0, ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('frame', 38)
70167683	WCMV	70167673	DISPLAY_INVENTORY	COPY-STR-EXACT+CALLRESULT	?	EMIT			7016767B 7016767C 7016767E 70167680	[@bp(ac3, 12), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFCFB)]) + 2)] = [@bp((sx16(M16[wp(ac3, 2)]) * 9), -0x1FFFF9F6), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFCFB)]) + 2)]	expr	6	piece 1/1 of DISPLAY_INVENTORY ('frame', 12)
7016769A	WCMV	7016768A	DISPLAY_INVENTORY	COPY-STR-EXACT+CALLRESULT	?	EMIT			70167692 70167693 70167695 70167697	[@bp(ac3, 12), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFA73)]) + 2)] = [@bp((sx16(M16[wp(ac3, 2)]) * 9), -0x1FFFF4E6), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFA73)]) + 2)]	expr	6	piece 1/1 of DISPLAY_INVENTORY ('frame', 12)
701676D9	WCMV	701676C8	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			701676D4 701676D6 701676D8	[@bp(ac3, 89), sx16(M16[wp(ac3, 6)])] = [@wp(ac3, 6), varying]	expr	4	piece 1/1 of DISPLAY_INVENTORY ('frame', 89)
701676E5	WCMV	701676E5	DISPLAY_INVENTORY	ASSIGN-STR-MIN	c	EMIT				[@ac2, ac0] = [@ac3, 30]	mixed	5	
70167719	WCMV	70167707	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			70167716 70167718	[@bp(ac3, 88), sx16(M16[wp(ac3, 6)])] = [@wp(ac3, 6), varying]	expr	4	piece 1/1 of DISPLAY_INVENTORY ('frame', 88)
70167728	WCMV	70167728	DISPLAY_INVENTORY	ASSIGN-STR-MIN	c	EMIT				[@ac2, ac0] = [@ac3, 30]	mixed	5	copy-out of DISPLAY_INVENTORY ('frame', 88) (total MATCH)
70167734	WCMV	70167734	DISPLAY_INVENTORY	CONCAT-PIECE	c	EMIT				[@ac2, ac0] = [@bp((sx16(M16[0x70000C68]) * 4), -0x1FD5E9E6), ac1]	mixed	6	piece 1/1 of DISPLAY_INVENTORY ('frame', 14)
701678B0	WCMV	7016789B	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			701678AB 701678AD 701678AF	[@bp(ac3, 88), 2] = [@0x70167426:0, " ["]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 88)
701678BB	WCMV	7016789B	DISPLAY_INVENTORY	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of DISPLAY_INVENTORY ('frame', 88)
701678C8	WCMV	7016789B	DISPLAY_INVENTORY	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	copy-out of DISPLAY_INVENTORY ('frame', 88) (total MATCH)
701678F4	WCMV	701678E2	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			701678F1 701678F3	[@bp(ac3, 156), 10] = [@0x7016741F:0, "Strength \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
701678FB	WCMV	701678E2	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			701678F6 701678F8 701678FA	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
70167904	WCMV	701678E2	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			701678FD 701678FF 70167901 70167903	[@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 10)] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 60)]) + 10)]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
7016790B	WCMV	701678E2	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167906 70167908 7016790A	[@ac2, sx16(M16[wp(ac3, 6)])] = [@wp(ac3, 6), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167916	WCMV	701678E2	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			7016790D 7016790F 70167910 70167912 70167914	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + sx16(M16[wp(ac3, 6)]) + 10) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + sx16(M16[wp(ac3, 6)]) + 10)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
7016797B	WCMV	7016796E	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167976 70167978 7016797A	[@bp(ac3, 156), 8] = [@0x7016741B:0, "Wealth \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
70167982	WCMV	7016796E	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			7016797D 7016797F 70167981	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
7016798D	WCMV	7016796E	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167984 70167986 70167987 70167989 7016798B	[@wp(ac3, 100), (sx16(M16[wp(ac3, 60)]) + 8) varying] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 60)]) + 8)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 156) (total MATCH)
70167A34	WCMV	70167A27	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167A2F 70167A31 70167A33	[@bp(ac3, 200), 18] = [@0x70167407:0, "Experience level \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167A3B	WCMV	70167A27	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167A36 70167A38 70167A3A	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167A46	WCMV	70167A27	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167A3D 70167A3F 70167A40 70167A42 70167A44	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 18) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 18)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167AA9	WCMV	70167A9C	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167AA4 70167AA6 70167AA8	[@bp(ac3, 200), 20] = [@0x701673FD:0, "Intelligence level \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167AB0	WCMV	70167A9C	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167AAB 70167AAD 70167AAF	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167ABB	WCMV	70167A9C	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167AB2 70167AB4 70167AB5 70167AB7 70167AB9	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 20) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 20)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167B40	WCMV	70167B33	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167B3B 70167B3D 70167B3F	[@bp(ac3, 156), 8] = [@0x701673F9:0, "Vision \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
70167B47	WCMV	70167B33	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167B42 70167B44 70167B46	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
70167B52	WCMV	70167B33	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167B49 70167B4B 70167B4C 70167B4E 70167B50	[@wp(ac3, 100), (sx16(M16[wp(ac3, 60)]) + 8) varying] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 60)]) + 8)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 156) (total MATCH)
70167BB1	WCMV	70167BA4	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167BAC 70167BAE 70167BB0	[@bp(ac3, 200), 14] = [@0x701673F1:0, ", Perception \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167BB8	WCMV	70167BA4	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167BB3 70167BB5 70167BB7	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167BC3	WCMV	70167BA4	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167BBA 70167BBC 70167BBD 70167BBF 70167BC1	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 14) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 14)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167C16	WCMV	70167C09	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167C11 70167C13 70167C15	[@bp(ac3, 200), 13] = [@0x701673E9:0, "Quest level \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167C1D	WCMV	70167C09	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167C18 70167C1A 70167C1C	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167C28	WCMV	70167C09	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167C1F 70167C21 70167C22 70167C24 70167C26	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 13) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 13)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167CAD	WCMV	70167CA0	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167CA8 70167CAA 70167CAC	[@bp(ac3, 200), 19] = [@0x701673DF:0, "Number of castles \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167CB4	WCMV	70167CA0	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167CAF 70167CB1 70167CB3	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167CBF	WCMV	70167CA0	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167CB6 70167CB8 70167CB9 70167CBB 70167CBD	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 19) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 19)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167D4D	WCMV	70167D40	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167D48 70167D4A 70167D4C	[@bp(ac3, 200), 15] = [@0x701673CB:0, "Dragons slain \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
70167D54	WCMV	70167D40	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167D4F 70167D51 70167D53	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
70167D5F	WCMV	70167D40	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167D56 70167D58 70167D59 70167D5B 70167D5D	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 15) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 15)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70167EA4	WCMV	70167E98	DISPLAY_INVENTORY	COPY-LIT-EXACT	?	EMIT			70167EA2	[@bp(ac3, 22), ac0] = [@0x701673B5:0, ac1]	mixed	4	piece 1/1 of DISPLAY_INVENTORY ('frame', 22)
70167EBD	WCMV	70167EB1	DISPLAY_INVENTORY	COPY-LIT-EXACT	?	EMIT			70167EBB	[@bp(ac3, 22), ac0] = [@0x701673B1:0, ac1]	mixed	4	piece 1/1 of DISPLAY_INVENTORY ('frame', 22)
70167EE1	WCMV	70167ED5	DISPLAY_INVENTORY	COPY-LIT-EXACT+SUBSTR	a	EMIT			70167EDF	[@ac2, ac0] = [@0x701673AF:0, ac1]	mixed	5	piece 1/1 of DISPLAY_INVENTORY None
70167F05	WCMV	70167EF9	DISPLAY_INVENTORY	COPY-LIT-EXACT+SUBSTR	a	EMIT			70167F03	[@ac2, ac0] = [@0x701673AD:0, ac1]	mixed	5	piece 1/1 of DISPLAY_INVENTORY None
70167F29	WCMV	70167F1D	DISPLAY_INVENTORY	COPY-LIT-EXACT+SUBSTR	a	EMIT			70167F27	[@ac2, ac0] = [@0x701673AB:0, ac1]	mixed	5	piece 1/1 of DISPLAY_INVENTORY None
70167FD1	WCMV	70167FC1	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70167FCC 70167FCE 70167FD0	[@bp(ac3, 156), 10] = [@0x701673A5:0, "Arrows - \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
70167FD8	WCMV	70167FC1	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70167FD3 70167FD5 70167FD7	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
70167FE1	WCMV	70167FC1	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			70167FDA 70167FDC 70167FDE 70167FE0	[@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 10)] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 60)]) + 10)]	expr	4	piece 1/1 of DISPLAY_INVENTORY ('frame', 200)
70167FEF	WCMV	70167FC1	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70167FE6 70167FE8 70167FE9 70167FEB 70167FED	[@wp(ac3, 136), (sx16(M16[wp(ac3, 60)]) + 11) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 60)]) + 11)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
70168055	WCMV	70168048	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70168050 70168052 70168054	[@bp(ac3, 156), 10] = [@0x7016739F:0, "Poison - \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
7016805C	WCMV	70168048	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			70168057 70168059 7016805B	[@ac2, sx16(M16[wp(ac3, 60)])] = [@wp(ac3, 60), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
70168067	WCMV	70168048	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			7016805E 70168060 70168061 70168063 70168065	[@wp(ac3, 100), (sx16(M16[wp(ac3, 60)]) + 10) varying] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 60)]) + 10)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 156) (total MATCH)
7016812B	WCMV	70168117	DISPLAY_INVENTORY	COPY-LIT-EXACT	b	EMIT			70168128 7016812A	[@bp(ac3, 156), 9] = [@0x70167373:0, "carrying "]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
70168136	WCMV	70168117	DISPLAY_INVENTORY	CONCAT-PIECE+CALLRESULT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
70168143	WCMV	70168117	DISPLAY_INVENTORY	ASSIGN-STR-VARYING+CALLRESULT	b	EMIT			7016813E 70168141	[@0x7000021D:0, ac0] = [@bp(ac3, 156), ac1]	mixed	6	copy-out of DISPLAY_INVENTORY ('frame', 156) (total MATCH)
7016819A	WCMV	7016818C	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			70168195 70168197 70168199	[@bp(ac3, 0x15C), 9] = [@0x7016736D:0, "You are \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 348)
701681A2	WCMV	7016818C	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			7016819B 7016819E 701681A1	[@ac2, sx16(M16[0x7000021C])] = [@0x7000021C, varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 348)
701681AD	WCMV	7016818C	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			701681A4 701681A6 701681A7 701681A9 701681AB	[@wp(ac3, 246), (sx16(M16[0x7000021C]) + 9) varying] = [@bp(ac3, 0x15C), (sx16(M16[0x7000021C]) + 9)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 348) (total MATCH)
701684B5	WCMV	701684A1	DISPLAY_INVENTORY	COPY-LIT-EXACT	a	EMIT			701684B0 701684B2 701684B4	[@bp(ac3, 156), 11] = [@0x7016732B:0, "Wind from \x0B"]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 156)
701684BC	WCMV	701684A1	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			701684B7 701684B9 701684BB	[@ac2, sx16(M16[wp(ac3, 6)])] = [@wp(ac3, 6), varying]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 156)
701684C5	WCMV	701684A1	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			701684BE 701684C0 701684C2 701684C4	[@bp(ac3, 200), (sx16(M16[wp(ac3, 6)]) + 11)] = [@bp(ac3, 156), (sx16(M16[wp(ac3, 6)]) + 11)]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 200)
701684CB	WCMV	701684A1	DISPLAY_INVENTORY	CONCAT-PIECE	a	EMIT			701684C6 701684C8 701684CA	[@ac2, 3] = [@0x70167329:0, " - "]	mixed	4	piece 2/2 of DISPLAY_INVENTORY ('frame', 200)
701684E7	WCMV	701684D6	DISPLAY_INVENTORY	COPY-STR-EXACT	a	EMIT			701684E4 701684E6	[@bp(ac3, 0x110), (sx16(M16[wp(ac3, 6)]) + 14)] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 6)]) + 14)]	expr	4	piece 1/2 of DISPLAY_INVENTORY ('frame', 272); copy-out of DISPLAY_INVENTORY ('frame', 200) (total MATCH)
701684EE	WCMV	701684D6	DISPLAY_INVENTORY	CONCAT-PIECE+SUBSTR	a	EMIT			701684EB 701684ED	[@ac2, 20] = [@(0x70151578:0 + (sx16(M16[(M32[0x70000212] + 0x10221C)]) * 20)), 20]	mixed	5	piece 2/2 of DISPLAY_INVENTORY ('frame', 272)
701684F9	WCMV	701684D6	DISPLAY_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			701684F0 701684F2 701684F3 701684F5 701684F7	[@wp(ac3, 100), (sx16(M16[wp(ac3, 6)]) + 34) varying] = [@bp(ac3, 0x110), (sx16(M16[wp(ac3, 6)]) + 34)]	expr	5	copy-out of DISPLAY_INVENTORY ('frame', 272) (total MATCH)
70168619	WCMV	70168602	DISPLAY_FLASK	COPY-LIT-EXACT	a	EMIT			70168614 70168616 70168618	[@bp(ac3, 48), 5] = [@0x70168521:0, "\x0B    "]	expr	4	piece 1/2 of DISPLAY_FLASK ('frame', 48)
70168624	WCMV	70168602	DISPLAY_FLASK	CONCAT-PIECE	a	EMIT			7016861B 7016861D 70168620 70168623	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)])] = [@bp((sx16(M16[wp(ac3, 2)]) * 11), -0x1FFFE4DA), sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)])]	mixed	4	piece 2/2 of DISPLAY_FLASK ('frame', 48)
7016862D	WCMV	70168602	DISPLAY_FLASK	COPY-STR-EXACT	a	EMIT			70168626 70168628 7016862A 7016862C	[@bp(ac3, 76), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)]) + 5)] = [@bp(ac3, 48), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)]) + 5)]	expr	4	piece 1/1 of DISPLAY_FLASK ('frame', 76); copy-out of DISPLAY_FLASK ('frame', 48) (total MATCH)
7016863B	WCMV	70168602	DISPLAY_FLASK	ASSIGN-STR-VARYING	a	EMIT			70168632 70168634 70168635 70168637 70168639	[@wp(ac3, 24), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)]) + 6) varying] = [@bp(ac3, 76), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 11) - 0xFFFF26E)]) + 6)]	expr	5	copy-out of DISPLAY_FLASK ('frame', 76) (total MATCH)
70168668	WCMV	70168660	DISPLAY_FLASK	COPY-STR-EXACT	a	EMIT			70168663 70168664 70168666	[@bp(ac3, 44), (sx16(M16[wp(ac3, 18)]) + 2)] = [@bp(ac3, 36), (sx16(M16[wp(ac3, 18)]) + 2)]	expr	4	piece 1/1 of DISPLAY_FLASK ('frame', 44)
70168C22	WCMV	70168C12	DROP	COPY-LIT-EXACT	a	EMIT			70168C1D 70168C1F 70168C21	[@bp(ac3, 152), 51] = [@0x70168931:0, "\x0BThe castle maximum strength has been increased by "]	expr	4	piece 1/2 of DROP ('frame', 152)
70168C29	WCMV	70168C12	DROP	CONCAT-PIECE	a	EMIT			70168C24 70168C26 70168C28	[@ac2, sx16(M16[wp(ac3, 22)])] = [@wp(ac3, 22), varying]	mixed	4	piece 2/2 of DROP ('frame', 152)
70168C32	WCMV	70168C12	DROP	COPY-STR-EXACT	a	EMIT			70168C2B 70168C2D 70168C2F 70168C31	[@bp(ac3, 236), (sx16(M16[wp(ac3, 22)]) + 51)] = [@bp(ac3, 152), (sx16(M16[wp(ac3, 22)]) + 51)]	expr	4	piece 1/1 of DROP ('frame', 236); copy-out of DROP ('frame', 152) (total MATCH)
70168C40	WCMV	70168C12	DROP	ASSIGN-STR-VARYING	a	EMIT			70168C37 70168C39 70168C3A 70168C3C 70168C3E	[@wp(ac3, 160), (sx16(M16[wp(ac3, 22)]) + 52) varying] = [@bp(ac3, 236), (sx16(M16[wp(ac3, 22)]) + 52)]	expr	5	copy-out of DROP ('frame', 236) (total MATCH)
7016A012	WCMV	7016A002	FIRE	COPY-LIT-EXACT	a	EMIT			7016A00D 7016A00F 7016A011	[@bp(ac3, 92), 35] = [@0x70169C63:0, "\x0BA flaming arrow heads towards the "]	expr	4	piece 1/2 of FIRE ('frame', 92)
7016A019	WCMV	7016A002	FIRE	CONCAT-PIECE	a	EMIT			7016A014 7016A016 7016A018	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of FIRE ('frame', 92)
7016A022	WCMV	7016A002	FIRE	COPY-STR-EXACT	a	EMIT			7016A01B 7016A01D 7016A01F 7016A021	[@bp(ac3, 148), (sx16(M16[wp(ac3, 18)]) + 35)] = [@bp(ac3, 92), (sx16(M16[wp(ac3, 18)]) + 35)]	expr	4	piece 1/1 of FIRE ('frame', 148); copy-out of FIRE ('frame', 92) (total MATCH)
7016A030	WCMV	7016A002	FIRE	ASSIGN-STR-VARYING	a	EMIT			7016A027 7016A029 7016A02A 7016A02C 7016A02E	[@wp(ac3, 46), (sx16(M16[wp(ac3, 18)]) + 36) varying] = [@bp(ac3, 148), (sx16(M16[wp(ac3, 18)]) + 36)]	expr	5	copy-out of FIRE ('frame', 148) (total MATCH)
7016A05F	WCMV	7016A04F	FIRE	COPY-LIT-EXACT	a	EMIT			7016A05A 7016A05C 7016A05E	[@bp(ac3, 48), 5] = [@0x70169C5F:0, "\x0BThe "]	expr	4	piece 1/2 of FIRE ('frame', 48)
7016A066	WCMV	7016A04F	FIRE	CONCAT-PIECE	a	EMIT			7016A061 7016A063 7016A065	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of FIRE ('frame', 48)
7016A06F	WCMV	7016A04F	FIRE	COPY-STR-EXACT	a	EMIT			7016A068 7016A06A 7016A06C 7016A06E	[@bp(ac3, 92), (sx16(M16[wp(ac3, 18)]) + 5)] = [@bp(ac3, 48), (sx16(M16[wp(ac3, 18)]) + 5)]	expr	4	piece 1/2 of FIRE ('frame', 92)
7016A075	WCMV	7016A04F	FIRE	CONCAT-PIECE	a	EMIT			7016A070 7016A072 7016A074	[@ac2, 15] = [@0x70169C57:0, " is destroyed!\x0A"]	mixed	4	piece 2/2 of FIRE ('frame', 92)
7016A080	WCMV	7016A04F	FIRE	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7016A07C 7016A07E	[@bp(ac3, 50), ac0] = [@bp(ac3, 92), ac1]	mixed	6	copy-out of FIRE ('frame', 92) (total MATCH)
7016A10A	WCMV	7016A0F3	FIRE	COPY-LIT-EXACT	a	EMIT			7016A107 7016A109	[@bp(ac3, 48), 3] = [@0x70169C4D:0, "\x0BA "]	expr	4	piece 1/2 of FIRE ('frame', 48)
7016A111	WCMV	7016A0F3	FIRE	CONCAT-PIECE	a	EMIT			7016A10C 7016A10E 7016A110	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of FIRE ('frame', 48)
7016A11A	WCMV	7016A0F3	FIRE	COPY-STR-EXACT	a	EMIT			7016A113 7016A115 7016A117 7016A119	[@bp(ac3, 224), (sx16(M16[wp(ac3, 18)]) + 3)] = [@bp(ac3, 48), (sx16(M16[wp(ac3, 18)]) + 3)]	expr	4	piece 1/2 of FIRE ('frame', 224); copy-out of FIRE ('frame', 48) (total MATCH)
7016A120	WCMV	7016A0F3	FIRE	CONCAT-PIECE	a	EMIT			7016A11B 7016A11D 7016A11F	[@ac2, 25] = [@0x70169C3F:0, " arrow heads towards the "]	mixed	4	piece 2/2 of FIRE ('frame', 224)
7016A129	WCMV	7016A0F3	FIRE	COPY-STR-EXACT	a	EMIT			7016A122 7016A124 7016A126 7016A128	[@bp(ac3, 0x104), (sx16(M16[wp(ac3, 18)]) + 28)] = [@bp(ac3, 224), (sx16(M16[wp(ac3, 18)]) + 28)]	expr	4	piece 1/2 of FIRE ('frame', 260)
